3,3,3,3,3,3,3,3,3,7,9,7,3,3,3,3,3,3,3,3
3,3,3,3,1,1,3,3,3,7,7,7,3,3,1,1,3,3,3,3
3,3,3,1,1,3,3,3,3,7,7,7,3,1,1,3,3,3,3,3
3,3,1,1,3,3,3,3,7,7,3,7,7,1,3,3,3,3,3,3
3,1,1,3,3,3,3,7,7,3,3,3,7,7,3,3,3,3,3,3
3,1,3,3,3,3,7,7,3,3,5,3,3,7,7,3,3,3,3,3
3,3,3,3,3,7,7,3,3,4,4,4,3,3,7,7,3,3,3,3
3,3,3,3,7,7,3,3,4,4,0,4,4,3,3,7,7,3,3,3
3,3,3,7,7,3,3,4,4,0,0,0,4,4,3,3,7,7,3,3
3,3,7,7,3,3,4,4,0,0,6,0,0,4,4,3,3,7,7,3
3,7,7,3,3,4,4,0,0,6,6,6,0,0,4,4,3,3,7,7
7,7,3,3,4,4,0,0,6,6,0,6,6,0,0,4,4,3,3,7
7,3,3,4,4,0,0,6,6,0,0,0,6,6,0,0,4,4,3,3
3,3,4,4,0,0,6,6,0,0,0,0,0,6,6,0,0,4,4,3
3,4,4,0,0,6,6,0,0,0,0,0,0,0,6,6,0,0,4,3
4,4,0,0,6,6,0,0,0,0,0,0,0,0,0,6,6,0,0,4
4,0,0,6,6,0,0,0,0,5,0,0,0,0,0,0,6,6,0,4
0,0,6,6,0,0,0,0,1,1,0,1,1,0,0,0,0,6,6,0
0,6,6,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,6,6
6,6,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,6
