3,3,3,3,3,3,3,3,3,6,9,6,3,3,3,3,3,3,3,3
3,6,6,6,6,3,3,3,3,6,6,6,3,3,3,3,3,3,3,3
3,6,3,3,6,6,3,3,6,6,3,6,6,3,3,3,3,3,3,3
3,6,3,6,6,3,3,6,6,3,3,3,6,6,3,3,3,3,3,3
3,6,6,6,3,3,6,6,3,3,3,3,3,6,6,3,3,3,3,3
3,3,3,6,3,6,6,6,3,3,3,3,3,3,6,6,3,3,3,3
3,3,3,6,6,6,3,6,3,3,3,3,3,3,3,6,3,3,3,3
3,3,6,6,3,3,3,6,3,1,1,1,3,3,3,6,6,3,3,3
3,6,6,3,3,3,3,6,1,1,1,1,1,3,3,6,6,6,3,3
6,6,3,3,3,3,3,6,3,0,0,0,3,3,3,6,3,6,6,3
6,3,3,3,6,6,6,6,6,0,5,0,6,6,6,6,3,3,6,6
6,3,3,6,6,3,3,3,3,0,0,0,3,3,6,6,3,3,3,6
3,6,6,6,3,3,3,3,6,6,0,6,6,3,3,6,6,3,3,3
3,3,6,3,3,3,3,6,6,3,0,3,6,6,3,3,6,6,3,3
3,3,6,6,3,3,6,6,3,3,0,3,3,6,6,3,3,6,6,3
3,3,3,6,6,6,6,3,3,1,0,1,3,3,6,6,3,3,6,3
3,3,3,3,6,3,3,3,3,1,1,1,3,3,3,6,3,3,3,3
3,3,3,3,6,6,3,3,3,1,1,1,3,3,6,6,3,3,3,3
3,3,3,3,3,6,6,6,3,3,3,3,6,6,6,3,3,3,3,3
3,3,3,3,3,3,6,6,6,6,6,6,6,3,3,3,3,3,3,3
