9,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,6,8
8,8,2,2,8,8,8,8,3,3,8,8,8,8,8,8,8,3,3,8
2,2,2,2,8,8,8,3,3,8,8,8,8,8,8,8,3,3,8,8
2,2,2,8,4,4,8,3,8,8,8,8,8,8,8,3,3,8,8,8
2,2,8,4,4,5,4,4,8,8,8,8,8,8,3,3,8,8,8,8
8,8,8,4,8,4,8,4,4,8,8,8,8,3,3,8,8,8,8,8
8,8,3,4,8,8,8,8,4,4,8,8,8,3,8,8,8,8,8,8
8,3,3,8,8,8,8,8,8,4,4,4,4,4,8,8,8,8,8,8
8,3,8,8,8,8,8,1,1,1,4,8,8,4,4,8,8,8,8,8
8,8,8,8,8,8,1,1,1,1,4,8,8,8,4,4,8,8,8,8
8,8,8,8,8,1,1,1,1,1,4,8,8,8,8,4,4,8,8,8
8,8,8,8,1,1,1,1,8,8,4,8,8,8,8,8,4,4,8,8
8,8,8,8,8,1,1,8,8,8,4,4,8,8,8,8,8,4,4,8
8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,8,8,8,4,4
8,8,8,3,8,8,8,8,8,8,8,8,4,4,8,5,4,4,4,8
8,8,3,3,8,8,8,8,8,8,8,8,8,4,4,4,8,8,8,8
8,3,3,8,8,8,8,8,8,8,8,4,4,4,8,8,8,8,8,8
8,3,8,8,8,8,8,8,8,8,4,4,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,4,4,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,4,9,4,8,8,8,8,8,8,8,8
